rank,content_item_id,published_date,title,quality_score,final_score,org_boost,quality_model,notable_organisations,all_resolved_organisations,canonical_url,pdf_organisations,organisations,organisation_status
100,142831,2026-09-04,HaptiNet: Networked Haptic Robots Enable Physical Co-presence in Geographically-Unconstrained Rehabilitation,8.7,8.4,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.04799,"Beijing Key Laboratory of Advanced Manufacturing Technology, Beijing University of Technology; Harbin Institute of Technology; King's College London; Ministry of Education Key Laboratory of Image Processing and Intelligent Control, Huazhong University of Science and Technology; Rehabilitation Hospital, National Research Center for Rehabilitation Technical Aids; Shenzhen University of Advanced Technology General Hospital; Southern University of Science and Technology; Tianjin Key Laboratory of Sports Physiology and Sports Medicine; Tianjin University of Sport; Tianjin University Tianjin Hospital; University of Manchester; University of Portsmouth","Beijing Key Laboratory of Advanced Manufacturing Technology, Beijing University of Technology; Harbin Institute of Technology; King's College London; Ministry of Education Key Laboratory of Image Processing and Intelligent Control, Huazhong University of Science and Technology; Rehabilitation Hospital, National Research Center for Rehabilitation Technical Aids; Shenzhen University of Advanced Technology General Hospital; Southern University of Science and Technology; Tianjin Key Laboratory of Sports Physiology and Sports Medicine; Tianjin University of Sport; Tianjin University Tianjin Hospital; University of Manchester; University of Portsmouth",paper_pdf
101,142862,2026-09-04,KVMem: Virtualizing Million-Token Agent Workspaces on a Consumer GPU,8.7,8.4,0.096,openai/gpt-5.6-sol,,Jilin University; Northwestern Polytechnical University; Peking University,https://arxiv.org/abs/2609.04852,,Jilin University; Northwestern Polytechnical University; Peking University,database_resolved
102,143126,2026-09-04,When LLM Decompilers Recompile More and Preserve Less,8.7,8.4,0.000,openai/gpt-5.6-sol,,Syracuse University,https://arxiv.org/abs/2609.05370,,Syracuse University,database_resolved
103,184739,2026-09-06,MechAudit-40: White-Box Auditing across 40 LLM Attack Mechanisms,8.7,8.4,0.096,openai/gpt-5.6-sol,,Saint Louis University,https://arxiv.org/abs/2609.06612,,Saint Louis University,database_resolved
104,185837,2026-09-08,ResidualAuth: What Authorization State Must Language Agents Preserve under Revocable Delegation?,8.7,8.4,0.096,openai/gpt-5.6-sol,,Seoul National University,https://arxiv.org/abs/2609.08062,,Seoul National University,database_resolved
105,186194,2026-09-08,Visible-Reachable Workspace for Perception-Aware Humanoid Design,8.7,8.4,0.000,openai/gpt-5.6-sol,,Duke University,https://arxiv.org/abs/2609.08905,,Duke University,database_resolved
106,186364,2026-09-08,What Fixed-Rollout pass@k Evaluations Can Identify,8.7,8.4,0.096,openai/gpt-5.6-sol,,Indian Institute of Technology Ropar,https://arxiv.org/abs/2609.09245,,Indian Institute of Technology Ropar,database_resolved
107,188036,2026-09-10,Memory Compression for High-Fanout Agent Sandboxes,8.7,8.4,0.135,openai/gpt-5.6-sol,,Hong Kong University of Science and Technology,https://arxiv.org/abs/2609.11294,,Hong Kong University of Science and Technology,database_resolved
108,191561,2026-09-11,Unleashing the Power of Equality Saturation for Tensor Program Superoptimization,8.7,8.4,0.096,openai/gpt-5.6-sol,,Zhejiang University,https://arxiv.org/abs/2609.12330,,Zhejiang University,database_resolved
109,193419,2026-09-13,BigMoMo: Efficient Inference of Large-Scale MoE with Speculative Decoding on Mobile Devices,8.7,8.4,0.096,openai/gpt-5.6-sol,,Peking University; Tianjin University,https://arxiv.org/abs/2609.14643,,Peking University; Tianjin University,database_resolved
110,193497,2026-09-13,The Stochastic Deputy: Structural Tenant Isolation for Tool-Using LLM Agents,8.7,8.4,0.096,openai/gpt-5.6-sol,,Heidelberg University,https://arxiv.org/abs/2609.14780,,Heidelberg University,database_resolved
111,193641,2026-09-14,Tele360: Real-Time Feed-Forward Human Reconstruction from Sparse Unposed Cameras,8.7,8.4,0.191,openai/gpt-5.6-sol,Tsinghua University,Tsinghua University,https://arxiv.org/abs/2609.15032,,Tsinghua University,database_resolved
112,137696,2026-09-03,"Introducing SINFONIA: Symplectic, slimplectic and Magnusian (Neural) Flows for Orbital Numerical Integration and Acceleration",8.7,8.3,0.128,openai/gpt-5.6-sol,,"Istituto Nazionale di Fisica Nucleare, Sezione di Trieste",https://arxiv.org/abs/2609.03329,,"Istituto Nazionale di Fisica Nucleare, Sezione di Trieste",database_resolved
113,137868,2026-09-03,Deep-Research Agents Can Be Poisoned via User-Generated Content,8.7,8.3,0.000,openai/gpt-5.6-sol,,Cornell University,https://arxiv.org/abs/2605.24245,,Cornell University,database_resolved
114,138359,2026-09-03,PatchBench: Evaluating AI Agents for Vulnerability Patching,8.7,8.3,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.04075,University of Maryland,University of Maryland,paper_pdf
115,186758,2026-09-09,KODAMA: Multimodal Digital Twin Reconstruction for Urban RF Propagation Modelling,8.7,8.3,0.096,openai/gpt-5.6-sol,,University of York,https://arxiv.org/abs/2609.07298,,University of York,database_resolved
116,191588,2026-09-11,An Open-Source End-to-End FHE Implementation for Privacy-Preserving Llama 3 8B Inference,8.7,8.3,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.12378,Shandong University,Shandong University,paper_pdf
117,195234,2026-09-15,Stellar Colosseum: A Many-Agent Harness for Long-Horizon Research in Mathematics and Theoretical Computer Science,8.7,8.3,0.191,openai/gpt-5.6-sol,Carnegie Mellon University,Carnegie Mellon University; Google (United States),https://arxiv.org/abs/2609.15983,,Carnegie Mellon University; Google (United States),database_resolved
118,3140,2026-09-03,Semantic Overlays: Mitigating Prompt Injection with Annotations Beyond Tokens and Steering Vectors,8.7,8.2,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2608.23873,,Not disclosed / unresolved,not_disclosed_or_unresolved
119,122800,2026-09-15,ADeptS-Bench: Measuring the Trustworthiness of Computer Use Agents Across Devices,8.7,8.2,0.000,openai/gpt-5.6-sol,Meta,Meta,https://arxiv.org/abs/2608.26204,,Meta,database_resolved
120,185201,2026-09-08,NoLoCo: No-all-reduce Low Communication Training Method for Large Models,8.7,8.2,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2506.10911,Gensyn,Gensyn,paper_pdf
121,187145,2026-09-09,Through the Looking Glass: Directly Reading and Writing Transformers,8.7,8.2,0.128,openai/gpt-5.6-sol,,University of Washington,https://arxiv.org/abs/2609.10210,,University of Washington,database_resolved
122,188241,2026-09-10,Rapid Learning of Dexterous In-Hand Pen Writing through Real-Time Jacobian Estimation,8.7,8.2,0.096,openai/gpt-5.6-sol,,ETH Zurich,https://arxiv.org/abs/2609.11775,,ETH Zurich,database_resolved
123,191680,2026-09-11,RoofLang: Enabling AI-Driven Architecting of LLM Inference Systems,8.7,8.2,0.191,openai/gpt-5.6-sol,Microsoft,Microsoft,https://arxiv.org/abs/2609.12551,,Microsoft,database_resolved
124,193280,2026-09-13,Communication-Efficient LLM Adaptation over Decentralized GPU Meshes,8.7,8.2,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.14339,Pluralis Research,Pluralis Research,paper_pdf
125,200230,2026-09-21,Displacement Geometry Captures Platonic Shared Reality Across Models and Modalities,8.7,8.2,0.135,openai/gpt-5.6-terra,,Dartmouth College,https://arxiv.org/abs/2609.24209,,Dartmouth College,database_resolved
126,88817,2026-09-06,Backdoor Channels Hidden in Latent Space: Extending Cryptographic Undetectability to Modern Neural Networks,8.7,8.1,0.135,openai/gpt-5.6-sol,,Norwegian University of Science and Technology,https://arxiv.org/abs/2605.13214,,Norwegian University of Science and Technology,database_resolved
127,96805,2026-09-14,DualView: Preventing Indirect Prompt Injection in Personal AI Agents,8.7,8.1,0.096,openai/gpt-5.6-sol,,Seoul National University,https://arxiv.org/abs/2607.03821,,Seoul National University,database_resolved
128,137540,2026-09-02,Mesh-Native Physics-Informed Graph Surrogates for TCAD-in-the-Loop Design Space Exploration,8.7,8.1,0.096,openai/gpt-5.6-sol,,University of Illinois Chicago,https://arxiv.org/abs/2609.02988,,University of Illinois Chicago,database_resolved
129,184961,2026-09-07,"Online Draft Co-Training for Speculative Decoding in Large-Scale, Long-Context RL Post-Training",8.7,8.0,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.07108,NVIDIA,NVIDIA,paper_pdf
130,185096,2026-09-07,"OpenWAM: An Open, Modular Exploration Towards Systematic World-Action Model Pretraining",8.7,8.0,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.07398,National University of Singapore; Peking University; Shanghai Jiao Tong University; The Chinese University of Hong Kong; The University of Hong Kong; Tsinghua University; Zhejiang University,National University of Singapore; Peking University; Shanghai Jiao Tong University; The Chinese University of Hong Kong; The University of Hong Kong; Tsinghua University; Zhejiang University,paper_pdf
131,195306,2026-09-15,FlashVector: Agent for Hierarchical Model Serving Stack Optimization,8.7,7.9,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.17391,Stanford University; Unity Vector AI Team,Stanford University; Unity Vector AI Team,paper_pdf
132,63839,2026-09-15,GRAFT-ATHENA: Self-Improving Agentic Teams for Autonomous Discovery and Evolutionary Numerical Algorithms,8.7,7.7,0.135,openai/gpt-5.6-sol,,Brown University,https://arxiv.org/abs/2605.11117,,Brown University,database_resolved
133,109118,2026-09-14,Neural Operator Learning for Collision-Aware Trajectory Planning of Spacecraft Swarms,8.7,7.6,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2608.00320,Independent Researcher; Manifold Research Group; Purdue University,Independent Researcher; Manifold Research Group; Purdue University,paper_pdf
134,143079,2026-09-04,Don't Drop Dropout: Optimizing Layer Sparsity for Efficient LLM Training and Inference,8.6,8.9,0.450,openai/gpt-5.6-sol,Cerebras,Cerebras,https://arxiv.org/abs/2609.05275,,Cerebras,database_resolved
135,137745,2026-09-03,Measuring Harmfulness of Computer-Using Agents,8.6,8.5,0.270,openai/gpt-5.6-sol,"Carnegie Mellon University; University of California, Berkeley","Arizona State University; Carnegie Mellon University; Columbia University; University of California, Berkeley",https://arxiv.org/abs/2508.00935,,"Arizona State University; Carnegie Mellon University; Columbia University; University of California, Berkeley",database_resolved
136,193844,2026-09-14,P-POSEMEM: Projective Semantic Memory for Consistent Language Grounding under Pose-Graph Rewrites,8.6,8.5,0.135,openai/gpt-5.6-sol,,Fudan University,https://arxiv.org/abs/2609.15475,,Fudan University,database_resolved
137,60274,2026-09-01,Polarizable atomic multipoles for learning long-range electrostatics,8.6,8.4,0.191,openai/gpt-5.6-sol,"University of California, Berkeley","Lawrence Berkeley National Laboratory; Lawrence Livermore National Laboratory; University of California, Berkeley",https://arxiv.org/abs/2605.05746,,"Lawrence Berkeley National Laboratory; Lawrence Livermore National Laboratory; University of California, Berkeley",database_resolved
138,94182,2026-09-03,Beyond Compilation: Evaluating Faithful Natural-Language-to-Lean Statement Formalization,8.6,8.4,0.000,openai/gpt-5.6-sol,,University of California San Diego,https://arxiv.org/abs/2606.31002,,University of California San Diego,database_resolved
139,98817,2026-09-08,Play2Perfect: What Matters in Dexterous Play Pretraining for Precise Assembly?,8.6,8.4,0.191,openai/gpt-5.6-sol,Stanford University,Cornell University; Stanford University,https://arxiv.org/abs/2606.26428,,Cornell University; Stanford University,database_resolved
140,137154,2026-09-02,"Coverage, Not Targeting: A Structural Regime in Multi-Turn Agent Credit Assignment",8.6,8.4,0.135,openai/gpt-5.6-sol,,Institute of Science Tokyo; National University of Singapore; Zhejiang University,https://arxiv.org/abs/2609.02417,,Institute of Science Tokyo; National University of Singapore; Zhejiang University,database_resolved
141,137553,2026-09-02,"Population-Calibrated Graph Screening at 835-Million-Address Scale, with Label-Free Transfer to New Chains",8.6,8.4,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.03036,AIDECISIONS,AIDECISIONS,paper_pdf
142,183668,2026-09-04,GE-Act 2.0: Pretraining and Scaling a World-Action Model for Robotic Manipulation,8.6,8.4,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.05588,AgiBot,AgiBot,paper_pdf
143,186934,2026-09-09,Epoch: Compiling Diffusion Blocks for Sparse MoE Serving,8.6,8.4,0.191,openai/gpt-5.6-sol,Tsinghua University,Huazhong University of Science and Technology; Tsinghua University; Xidian University,https://arxiv.org/abs/2609.09748,,Huazhong University of Science and Technology; Tsinghua University; Xidian University,database_resolved
144,186964,2026-09-09,GTA-2: A Multi-VLM Framework for Synthesizing Robot Manipulation Skills via Grounded Task Axes,8.6,8.4,0.191,openai/gpt-5.6-sol,Carnegie Mellon University,Carnegie Mellon University,https://arxiv.org/abs/2609.09808,,Carnegie Mellon University,database_resolved
145,187650,2026-09-10,BenchShield: Formal Model-Backed Instrumentation for Reward Integrity in LLM-Agent Evaluation Infrastructure,8.6,8.4,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.11028,,Not disclosed / unresolved,not_disclosed_or_unresolved
146,193532,2026-09-13,The Case for Automated Hyperspecialization: Evidence from SAT,8.6,8.4,0.191,openai/gpt-5.6-sol,Carnegie Mellon University,Carnegie Mellon University,https://arxiv.org/abs/2609.14836,,Carnegie Mellon University,database_resolved
147,193670,2026-09-14,$\mathbb{SL}(n)$ Representation Learning: An Intrinsic Mixed-Curvature Space with Higher Curvature Capacities and Deeper Order-Aware Composition,8.6,8.4,0.270,openai/gpt-5.6-sol,Stanford University,Stanford University; The University of Tokyo,https://arxiv.org/abs/2609.15083,,Stanford University; The University of Tokyo,database_resolved
148,197117,2026-09-17,Libra: Taming Attention Workload Skew in Long-Context LLM Training with Bounded Sequence Pool,8.6,8.4,0.128,openai/gpt-5.6-terra,,Alibaba Group (China); Institute of Computing Technology; National University of Singapore; University of Chinese Academy of Sciences,https://arxiv.org/abs/2607.23250,,Alibaba Group (China); Institute of Computing Technology; National University of Singapore; University of Chinese Academy of Sciences,database_resolved
149,110166,2026-09-03,DrainSinkhorn: Safe Elimination for Batched Entropic Optimal Transport,8.6,8.3,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2607.24741,,Not disclosed / unresolved,not_disclosed_or_unresolved
150,112053,2026-09-08,The Illusion of Visual Tool-Use: A Causal Audit of Thinking with Images,8.6,8.3,0.096,openai/gpt-5.6-sol,,Shanghai Jiao Tong University,https://arxiv.org/abs/2608.06270,,Shanghai Jiao Tong University,database_resolved
151,114717,2026-09-14,Data Attribution of Emergent Misalignment with Persona Features,8.6,8.3,0.096,openai/gpt-5.6-sol,,University of Bonn,https://arxiv.org/abs/2608.11025,,University of Bonn,database_resolved
152,134616,2026-09-06,ECLIPSE: Self-Evolving Stealthy Prompt Injection Attack against Long-Horizon Agentic Systems,8.6,8.3,0.135,openai/gpt-5.6-sol,Tsinghua University,Hong Kong Polytechnic University; Nanyang Technological University; Tsinghua University,https://arxiv.org/abs/2608.30441,,Hong Kong Polytechnic University; Nanyang Technological University; Tsinghua University,database_resolved
153,136118,2026-09-01,From Language to Behavior: Scaling Sequence Transformers for Industrial Recommendation Ranking with Rec-Native Designs,8.6,8.3,0.000,openai/gpt-5.6-sol,,ByteDance (China),https://arxiv.org/abs/2609.01240,,ByteDance (China),database_resolved
154,136374,2026-09-01,Hearing the Whispers: Black-Box Membership Inference Attacks on Finetuned TTS Models,8.6,8.3,0.096,openai/gpt-5.6-sol,,University of Tennessee at Knoxville,https://arxiv.org/abs/2609.01723,,University of Tennessee at Knoxville,database_resolved
155,137289,2026-09-02,LoRA-TSD: Tangent-Space Spectral Descent for LoRA via Muon-Style Updates,8.6,8.3,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.02734,Basic Research of Artificial Intelligence Laboratory; Innopolis University; SB AI Lab,Basic Research of Artificial Intelligence Laboratory; Innopolis University; SB AI Lab,paper_pdf
156,138004,2026-09-03,Spruce: Scalable Private Outsourced Retrieval Using Compact Embeddings,8.6,8.3,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.03376,"State Key Laboratory of Internet Architecture, Tsinghua University; The Chinese University of Hong Kong, Shenzhen","State Key Laboratory of Internet Architecture, Tsinghua University; The Chinese University of Hong Kong, Shenzhen",paper_pdf
157,138368,2026-09-03,Why Gated DeltaNet Survives 4-Bit Quantization: NVFP4 W4A4 for the Recurrent Half of a Hybrid 27B LLM,8.6,8.3,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.04098,,Not disclosed / unresolved,not_disclosed_or_unresolved
158,142598,2026-09-03,Object Concepts Emerge from Motion,8.6,8.3,0.000,openai/gpt-5.6-sol,,Beijing University of Posts and Telecommunications,https://arxiv.org/abs/2609.04348,,Beijing University of Posts and Telecommunications,database_resolved
159,184708,2026-09-06,Watch and Crack: Password Inference from Smart-Glasses Video,8.6,8.3,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.06539,Tel Aviv University,Tel Aviv University,paper_pdf
160,184931,2026-09-07,TrojanWorld: Backdooring World-Model Agents via Imagination Steering,8.6,8.3,0.096,openai/gpt-5.6-sol,,Nanyang Technological University; Shanghai Jiao Tong University,https://arxiv.org/abs/2609.07051,,Nanyang Technological University; Shanghai Jiao Tong University,database_resolved
161,187177,2026-09-14,GM-Loco: Terrain-Adaptive Humanoid Locomotion on Granular Media,8.6,8.3,0.096,openai/gpt-5.6-sol,,Georgia Institute of Technology; Northeastern University,https://arxiv.org/abs/2609.10286,,Georgia Institute of Technology; Northeastern University,database_resolved
162,187660,2026-09-10,UniRec: Cross-stage Multi-Task Fusion with Preference Alignment for Cascaded Recommender Systems,8.6,8.3,0.096,openai/gpt-5.6-sol,,Kuaishou (China),https://arxiv.org/abs/2609.11052,,Kuaishou (China),database_resolved
163,187703,2026-09-10,"Phase-Decoupled, Model-Calibrated Power Control for Disaggregated LLM Serving",8.6,8.3,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.11133,"Xenoscube, Inc.","Xenoscube, Inc.",paper_pdf
164,191906,2026-09-11,Dynin-Robotics: Omnimodal Unified Diffusion Vision-Language-Action Model,8.6,8.3,0.096,openai/gpt-5.6-sol,,Universitas 17 Agustus 1945 Semarang,https://arxiv.org/abs/2609.13053,,Universitas 17 Agustus 1945 Semarang,database_resolved
165,193351,2026-09-13,VARG: Value-Aware and Ranking-Aligned Generative Retrieval for Dynamic E-commerce Search,8.6,8.3,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.14493,Nankai University; Taobao & Tmall Group of Alibaba; University of Science and Technology of China,Nankai University; Taobao & Tmall Group of Alibaba; University of Science and Technology of China,paper_pdf
166,199038,2026-09-18,Defusing Explosive Prompts: Understanding and Preventing Trigger-Based Prompt Injections in LLM Agents,8.6,8.3,0.128,openai/gpt-5.6-terra,,Tel Aviv University,https://arxiv.org/abs/2609.22510,,Tel Aviv University,database_resolved
167,91399,2026-09-02,"SurgAtlas: A Large-Scale Surgical Video-Language Dataset with 2,391 Hours of Open and Minimally Invasive Surgery",8.6,8.2,0.135,openai/gpt-5.6-sol,,University of Edinburgh; University of Michigan; University of Rochester,https://arxiv.org/abs/2606.25905,,University of Edinburgh; University of Michigan; University of Rochester,database_resolved
168,95988,2026-09-12,PEEK: Predictive Queue-Informed KV Cache Management for LLM Serving,8.6,8.2,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2607.02525,,Not disclosed / unresolved,not_disclosed_or_unresolved
169,105467,2026-09-03,Not All LLM Reasoning is Visible in the Chain-of-Thought,8.6,8.2,0.096,openai/gpt-5.6-sol,,New York University,https://arxiv.org/abs/2607.22925,,New York University,database_resolved
170,117251,2026-09-09,Bit-Flip Attacks on Vision-Language-Action Models: Action-Decoding Architecture Shapes the Vulnerability,8.6,8.2,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2608.15475,Adelaide University; China University of Petroleum (East China); ETH Zurich; The Hong Kong University of Science and Technology; University of North Carolina at Chapel Hill; Wuhan University,Adelaide University; China University of Petroleum (East China); ETH Zurich; The Hong Kong University of Science and Technology; University of North Carolina at Chapel Hill; Wuhan University,paper_pdf
171,136167,2026-09-04,"Cheap Verifiers, Large Blind Spots: Measuring the Reliability Cost of Cost-Saving Cascades",8.6,8.2,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.01345,AltSlate Labs LLP,AltSlate Labs LLP,paper_pdf
172,138337,2026-09-03,Representational alignment yields generalizable safety in language models,8.6,8.2,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.04022,Shanghai Artificial Intelligence Laboratory,Shanghai Artificial Intelligence Laboratory,paper_pdf
173,142734,2026-09-04,"$Ï^Ï$-Bench: An Environment for End-To-End, Realistic Agent Construction",8.6,8.2,0.096,openai/gpt-5.6-sol,Stanford University,Princeton University; Stanford University,https://arxiv.org/abs/2609.04611,,Princeton University; Stanford University,database_resolved
174,183657,2026-09-04,Grounded Skill Synthesis from Code at Scale for Agentic Intelligence,8.6,8.2,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.05571,Ant International,Ant International,paper_pdf
175,184566,2026-09-05,SWE-Test: Benchmarking LLM Vulnerability Discovery via Input Prediction,8.6,8.2,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.06229,,Not disclosed / unresolved,not_disclosed_or_unresolved
176,185737,2026-09-07,Kalman Delta Networks: Uncertainty-aware Associative Memory,8.6,8.2,0.096,openai/gpt-5.6-sol,,Yale University,https://arxiv.org/abs/2609.07816,,Yale University,database_resolved
177,186274,2026-09-08,When Does Scale-Invariant Optimization Become Unstable? An Exact Schedule Law with Weight Decay,8.6,8.2,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.09116,Purdue University,Purdue University,paper_pdf
178,186280,2026-09-08,"ExecCritic: Learn to Test, Test to Improve for Coding Agents",8.6,8.2,0.191,openai/gpt-5.6-sol,Microsoft,Microsoft; University of Wisconsin–Madison,https://arxiv.org/abs/2609.09133,,Microsoft; University of Wisconsin–Madison,database_resolved
179,186891,2026-09-09,Cascading Gradient Inversion via LT-Code Inspired Peeling in Federated Learning,8.6,8.2,0.000,openai/gpt-5.6-sol,,University of Isfahan,https://arxiv.org/abs/2609.09659,,University of Isfahan,database_resolved
180,187166,2026-09-09,Maverick: Private and Verifiable LLM Inference Made Practical via Matrix-Vector Multiplication Delegation,8.6,8.2,0.096,openai/gpt-5.6-sol,,Yale University,https://arxiv.org/abs/2609.10264,,Yale University,database_resolved
181,187745,2026-09-10,Sublinear Variational Optimization of Gaussian Mixture Models with Millions to Billions of Parameters,8.6,8.2,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2501.12299,Carl von Ossietzky University Oldenburg; Frankfurt University of Applied Sciences; University of Innsbruck,Carl von Ossietzky University Oldenburg; Frankfurt University of Applied Sciences; University of Innsbruck,paper_pdf
182,191873,2026-09-11,SeqMoE: Toward Full-Load Performance via Predictive and Graph-Compatible MoE Offloading,8.6,8.2,0.096,openai/gpt-5.6-sol,,Korea University of Science and Technology,https://arxiv.org/abs/2609.12978,,Korea University of Science and Technology,database_resolved
183,193808,2026-09-14,"Divide, Consult, Conquer: Capability Laundering Through Aligned LLMs",8.6,8.2,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.15383,Microsoft,Microsoft,paper_pdf
184,193983,2026-09-14,The Misery of Mechanistic Interpretability: A Formal Perspective,8.6,8.2,0.135,openai/gpt-5.6-sol,,Technical University of Munich,https://arxiv.org/abs/2609.15533,,Technical University of Munich,database_resolved
185,109193,2026-09-11,A False Average: Pooled CoT-Monitor Accuracy Conceals a Reasoning-Dependent Fragility,8.6,8.1,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2608.00583,Pivotal Research; University College London,Pivotal Research; University College London,paper_pdf
186,120565,2026-09-11,GigaBrain-WBC-0.5: A Behavior World Model for Robust Humanoid Whole-Body Tracking with Environment Interaction,8.6,8.1,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2608.18234,"Beijing Jiaotong University; GigaAI; Institute of Automation, Chinese Academy of Sciences; Tsinghua University; University of Chinese Academy of Sciences; University of Shanghai for Science and Technology","Beijing Jiaotong University; GigaAI; Institute of Automation, Chinese Academy of Sciences; Tsinghua University; University of Chinese Academy of Sciences; University of Shanghai for Science and Technology",paper_pdf
187,135956,2026-09-01,When Metropolis and Hastings Meet Bradley and Terry: Exact MCMC From Preference Voting,8.6,8.1,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.00905,Technion – Israel Institute of Technology,Technion – Israel Institute of Technology,paper_pdf
188,136265,2026-09-01,Gradient-Update Mismatch: Rethinking Conflict-Free Training of Physics-Informed Neural Networks,8.6,8.1,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.01558,National University of Defense Technology,National University of Defense Technology,paper_pdf
189,142791,2026-09-13,FlexPosit: Tunable Fractional Precision for LLM Inference Accelerators,8.6,8.1,0.135,openai/gpt-5.6-sol,,Shanghai Jiao Tong University; University of Virginia,https://arxiv.org/abs/2609.04724,,Shanghai Jiao Tong University; University of Virginia,database_resolved
190,184530,2026-09-05,Rethinking One-Shot Federated Graph Learning: Training-Free Statistical Estimation,8.6,8.1,0.000,openai/gpt-5.6-sol,,Sun Yat-sen University; The Hong Kong University of Science and Technology (Guangzhou),https://arxiv.org/abs/2609.06154,,Sun Yat-sen University; The Hong Kong University of Science and Technology (Guangzhou),database_resolved
191,185798,2026-09-07,Heat Field Signatures: From Point Clouds to Smooth Geometry,8.6,8.1,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.07975,University of Texas at Dallas,University of Texas at Dallas,paper_pdf
192,186475,2026-09-09,ESSA: Evolutionary Strategies for Scalable Alignment,8.6,8.1,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2507.04453,T-Tech; Yandex,T-Tech; Yandex,paper_pdf
193,192701,2026-09-13,GorillaWatch: An Automated System for In-the-Wild Gorilla Re-Identification and Population Monitoring,8.6,8.1,0.096,openai/gpt-5.6-sol,,Hasso Plattner Institute,https://arxiv.org/abs/2512.07776,,Hasso Plattner Institute,database_resolved
194,194077,2026-09-14,A Language-Guided Multimodal Foundation Model for Zero-Shot and Multi-Task Brain Signal Analysis,8.6,8.1,0.115,openai/gpt-5.6-sol,,Chinese Institute for Brain Research; Fraunhofer Institute for Integrated Circuits; Peking University Shenzhen Hospital; Shanghai Center for Brain Science and Brain-Inspired Technology,https://arxiv.org/abs/2609.15740,,Chinese Institute for Brain Research; Fraunhofer Institute for Integrated Circuits; Peking University Shenzhen Hospital; Shanghai Center for Brain Science and Brain-Inspired Technology,database_resolved
195,196883,2026-09-16,Radio-Frequency Convolutional Neural Networks,8.6,8.1,0.135,openai/gpt-5.6-terra,Massachusetts Institute of Technology,Duke University; Massachusetts Institute of Technology,https://arxiv.org/abs/2609.19279,,Duke University; Massachusetts Institute of Technology,database_resolved
196,199177,2026-09-21,Long Story Short: Omitted Variable Bias in Causal Machine Learning,8.6,8.1,0.225,openai/gpt-5.6-terra,Massachusetts Institute of Technology; Microsoft; Stanford University,Massachusetts Institute of Technology; Microsoft; Stanford University,https://arxiv.org/abs/2112.13398,,Massachusetts Institute of Technology; Microsoft; Stanford University,database_resolved
197,2268,2026-09-11,CLAP: Cross-Embodiment Video World Models are Zero-Shot Physical Simulators,8.6,8.0,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2608.27406,Princeton University,Princeton University,paper_pdf
198,187655,2026-09-10,T1: Terminal Agent Reinforcement Learning for Long-Horizon Tasks,8.6,8.0,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.11042,"Indiana University; National University of Singapore; Tencent Hy Foundation Model Frontier; University of Georgia; University of Maryland, College Park","Indiana University; National University of Singapore; Tencent Hy Foundation Model Frontier; University of Georgia; University of Maryland, College Park",paper_pdf
