paper_id,arxiv_id,arxiv_url,title,published_at,terra_composite,jev_composite,terra_rank,jev_rank,rank_gap,terra_technical_significance,terra_apparent_novelty,terra_practical_applicability,terra_professional_value,terra_learning_value,terra_evidence_strength,jev_technical_significance,jev_apparent_novelty,jev_practical_applicability,jev_professional_value,jev_learning_value,jev_evidence_strength,jev_confidence,organisations,is_golden,was_editorial_pick
199124,2609.22682,https://arxiv.org/abs/2609.22682,Self-Organizing Agent Teams Learn to Reason Together,2026-09-19 00:00:00+00:00,8.04,6.4082,163,437,-274,8.5,8.0,7.5,8.0,8.0,7.5,7.5,7.5,5.5,7.5,8.0,6.5,0.705,Emory University; Stanford University,False,none
200293,2506.07044,https://arxiv.org/abs/2506.07044,Lingshu: A Generalist Foundation Model for Unified Multimodal Medical Understanding and Reasoning,2026-09-21 00:00:00+00:00,7.34,5.2325,663,937,-274,8.0,6.5,7.5,7.5,7.0,5.0,7.0,5.5,6.0,7.0,7.5,3.5,0.6833333333333333,,False,none
197684,2609.20419,https://arxiv.org/abs/2609.20419,SCGFM-ART: Amortized Relational Transport for Structure-Centric Graph Foundation Models,2026-09-17 00:00:00+00:00,7.66,7.0312,403,130,273,7.5,7.5,8.0,7.5,8.0,7.5,8.5,7.5,6.5,6.5,8.0,8.0,0.7233333333333334,,False,none
198272,2609.21214,https://arxiv.org/abs/2609.21214,Ability-Residual Decoupled Modeling for Affective Cognitive Diagnosis,2026-09-18 00:00:00+00:00,7.38,6.549,628,356,272,7.5,7.0,7.5,7.5,7.5,7.5,7.5,7.0,6.5,6.5,8.0,7.5,0.755,,False,none
198280,2609.21223,https://arxiv.org/abs/2609.21223,"SafeStage: Evaluating Safety Before, During, and After Vision-Language-Conditioned Robot Manipulation",2026-09-18 00:00:00+00:00,8.04,6.4183,158,430,-272,8.0,8.0,7.5,8.5,8.5,6.5,7.5,7.0,7.0,8.0,8.0,5.5,0.7916666666666666,,False,none
199704,2609.23153,https://arxiv.org/abs/2609.23153,SparkDiffusion: Mitigating the High-Sparsity Trap --- A Unified Framework for up to $265\times$ Single-GPU Acceleration of Visual Generation,2026-09-19 00:00:00+00:00,8.18,6.5631,79,351,-272,8.5,8.0,8.5,8.0,7.5,6.5,8.0,7.5,7.5,8.5,8.0,4.5,0.61,Tsinghua University,False,none
197398,2609.19846,https://arxiv.org/abs/2609.19846,Improving Cross-embodiment Transfer in Latent Action Models with Action-Similarity Supervision,2026-09-17 00:00:00+00:00,6.88,6.1039,888,617,271,7.0,6.5,7.0,7.0,7.0,7.0,7.0,6.5,6.0,7.5,7.5,6.5,0.795,École Supérieure d'Ingénieurs en Génie Électrique; The University of Tokyo,False,none
198273,2609.21216,https://arxiv.org/abs/2609.21216,"Fewer Steps, Better Actions: Rethinking Flow-Matching Inference for VLA Policies",2026-09-18 00:00:00+00:00,7.78,6.1516,320,589,-269,7.5,7.5,8.5,8.0,7.5,8.0,6.5,6.0,7.0,7.5,7.5,7.0,0.805,Chinese Academy of Sciences; Institute of Computing Technology; University of Chinese Academy of Sciences,False,none
198647,2609.21962,https://arxiv.org/abs/2609.21962,Learning Cardiac Features: ECG Biometrics Across Time and~Exercise,2026-09-18 00:00:00+00:00,7.06,6.1934,829,561,268,7.0,6.5,7.5,7.5,7.0,7.0,7.0,6.5,6.5,7.5,7.5,6.5,0.78,,False,none
195927,2512.09524,https://arxiv.org/abs/2512.09524,NeuroSketch: A Practical Design Recipe for Neural Decoding,2026-09-16 00:00:00+00:00,7.42,6.6176,584,318,266,7.5,6.5,8.0,7.5,8.0,8.5,7.5,6.0,7.0,7.5,7.5,8.0,0.755,,False,none
199215,2502.07977,https://arxiv.org/abs/2502.07977,RESIST: Resilient Decentralized Learning Using Consensus Gradient Descent,2026-09-19 00:00:00+00:00,7.6,5.915,458,724,-266,8.0,7.5,7.0,7.5,8.0,7.5,7.5,6.0,5.5,6.0,7.5,7.0,0.7166666666666667,"Rutgers, The State University of New Jersey; University of California San Diego",False,none
199488,2609.22000,https://arxiv.org/abs/2609.22000,RecreationWorld: Scalable and Verifiable Environments for Hybrid Computer-Use Agents,2026-09-21 00:00:00+00:00,8.18,6.5702,78,344,-266,8.0,8.0,8.5,8.5,8.0,8.0,8.0,7.5,5.5,7.0,8.0,7.0,0.6966666666666667,,False,none
198462,2609.21576,https://arxiv.org/abs/2609.21576,GestureFAR: Streaming Co-Speech Gesture Generation with Flow Autoregression,2026-09-18 00:00:00+00:00,7.1,6.2124,810,546,264,7.0,7.0,7.5,7.0,7.0,6.5,7.5,7.0,7.5,7.5,8.0,4.5,0.7716666666666667,,False,none
197169,2609.19376,https://arxiv.org/abs/2609.19376,Rosetta: Automating First-Principles Performance Modeling Using Multi-Agent LLMs,2026-09-16 00:00:00+00:00,7.58,6.882,466,203,263,7.5,7.5,7.5,8.0,7.5,7.0,8.0,7.5,7.0,6.5,8.0,7.5,0.7033333333333334,,False,none
197978,2609.21026,https://arxiv.org/abs/2609.21026,MAPLE-RF: Efficient Probabilistic RF Source Localization in Partially Explored Environments,2026-09-17 00:00:00+00:00,7.06,6.1776,828,565,263,7.0,7.0,7.0,7.0,7.5,7.0,7.0,6.5,7.0,7.5,7.5,6.0,0.7933333333333333,New York University,False,none
198688,2609.22068,https://arxiv.org/abs/2609.22068,CodeMidas: Scaling Agentic Coding RL Environments from Code Itself,2026-09-18 00:00:00+00:00,8.42,6.6785,30,293,-263,8.5,8.0,9.0,8.5,8.0,8.0,8.0,7.0,6.5,6.5,8.0,7.5,0.7566666666666667,,False,none
199135,2609.22700,https://arxiv.org/abs/2609.22700,LLaDA-PRM: A Bidirectional Step-Level Reasoning Evaluator,2026-09-19 00:00:00+00:00,7.56,6.845,485,222,263,7.5,7.5,7.5,7.5,8.0,8.0,8.0,6.5,7.5,7.5,7.5,7.5,0.8133333333333334,University of Aberdeen; University of Cambridge; University of Michigan,False,none
199649,2609.23055,https://arxiv.org/abs/2609.23055,Optimizers for Diffusion Models: A Controlled Benchmark,2026-09-19 00:00:00+00:00,7.26,6.37,726,463,263,6.5,7.0,8.0,7.5,8.0,8.5,7.0,6.5,7.0,7.0,8.0,7.0,0.77,King Abdullah University of Science and Technology; Mohamed bin Zayed University of Artificial Intelligence,False,none
199866,2609.23491,https://arxiv.org/abs/2609.23491,Elevator-VIGS: Separating Elevator Motion from Robot Motion in Visual-Inertial Gaussian Splatting SLAM,2026-09-20 00:00:00+00:00,7.72,6.0896,363,626,-263,8.0,7.5,7.5,8.0,7.5,7.0,7.5,7.5,6.0,6.5,7.5,5.5,0.74,ETH Zurich; Microsoft; University of Stuttgart; University of Zurich,False,none
199434,2607.03163,https://arxiv.org/abs/2607.03163,Beyond Point-Attached Semantics: Stable Object-Centric Semantic Fields for Robust Manipulation,2026-09-21 00:00:00+00:00,7.82,6.2244,282,543,-261,8.0,7.5,8.0,8.0,7.5,8.0,7.0,6.5,6.5,7.0,7.5,7.0,0.8049999999999999,Chinese University of Hong Kong; IEEE Standards Association,False,none
200609,2609.24682,https://arxiv.org/abs/2609.24682,"Think Like a World Model, Act Like a VLA: Distilling World-Model Representations into Compact Robot Policies",2026-09-21 00:00:00+00:00,7.62,6.9342,443,182,261,8.0,7.0,8.0,7.5,7.5,7.0,7.5,7.0,8.0,8.0,8.0,7.0,0.77,University of Illinois Urbana-Champaign; University of Wisconsin–Madison,False,none
196510,2609.18488,https://arxiv.org/abs/2609.18488,Beyond Random Couplings: Contrastive Noise Alignment in Generative Flows,2026-09-16 00:00:00+00:00,7.14,6.2453,790,530,260,7.5,7.0,7.0,7.0,7.0,6.5,7.5,7.5,6.5,7.0,7.5,5.5,0.715,,False,none
197331,2609.19710,https://arxiv.org/abs/2609.19710,A Closed-Loop Control Architecture for Reliable Constraint Satisfaction in LLM Text Generation,2026-09-17 00:00:00+00:00,7.34,6.4792,656,396,260,7.0,6.0,8.5,8.0,8.0,8.0,7.0,5.5,8.0,8.0,8.0,7.0,0.7933333333333333,Tampere University,False,none
196335,2609.18123,https://arxiv.org/abs/2609.18123,AutoTuneBench: Trustworthy Measurement for Agent Auto-Tuning of LLM Serving Engines,2026-09-16 00:00:00+00:00,7.8,7.4185,298,40,258,7.5,7.0,8.5,8.5,8.0,7.5,8.0,7.5,8.0,8.5,8.5,7.5,0.8066666666666666,,False,none
198335,2609.21319,https://arxiv.org/abs/2609.21319,LEMCA: LLM-Guided Synthesis of Efficient Mode-Switching Control Architectures,2026-09-18 00:00:00+00:00,7.32,5.248,678,933,-255,7.5,7.5,7.0,7.0,7.5,6.5,7.0,7.0,4.5,6.0,7.5,4.0,0.6316666666666667,Amazon; University of Pennsylvania,False,none
200537,2609.24532,https://arxiv.org/abs/2609.24532,Prompting Against Persona Drift: Comparing Intervention Timing and Content in LLM-Simulated Conversations,2026-09-21 00:00:00+00:00,6.54,5.9332,968,715,253,6.5,6.0,7.0,6.5,7.0,6.5,7.0,6.0,5.5,7.0,7.5,7.0,0.7316666666666667,Humboldt-Universität zu Berlin,False,none
198188,2609.18216,https://arxiv.org/abs/2609.18216,"CPR: Combining global composing, local performing and full-sequence refining in piano rendering with continuous autoregressive modelling",2026-09-18 00:00:00+00:00,7.26,4.8906,723,975,-252,7.5,7.5,7.0,7.0,7.0,5.0,7.0,7.0,6.0,6.5,8.0,0.5,0.7516666666666667,Chinese University of Hong Kong,False,none
197723,2609.20511,https://arxiv.org/abs/2609.20511,When EOS Tokens Disagree: Understanding Length Inflation in On-Policy Distillation,2026-09-17 00:00:00+00:00,7.22,6.3184,742,491,251,7.0,7.0,7.5,7.0,8.0,7.5,7.0,6.5,7.5,7.5,8.0,6.0,0.805,Brigham Young University; University of North Carolina at Chapel Hill,False,none
199745,2609.23252,https://arxiv.org/abs/2609.23252,Robot World Models Are Not Invariant to How the Actions Are Written,2026-09-19 00:00:00+00:00,7.82,7.4448,286,35,251,7.5,8.0,7.5,8.0,8.5,7.5,8.0,7.5,7.5,8.5,8.5,8.0,0.8133333333333334,,False,none
196881,2609.19244,https://arxiv.org/abs/2609.19244,Characterizing Web Search by Conversational LLM Agents: From Search Decisions and Strategies to Results and Responses,2026-09-16 00:00:00+00:00,7.38,6.5156,620,371,249,7.0,7.0,7.5,8.0,8.0,6.5,7.0,7.0,7.0,8.0,8.0,6.5,0.7933333333333333,Max Planck Institute for Software Systems; Microsoft; Saarland University; Seoul National University,False,none
198017,2609.21112,https://arxiv.org/abs/2609.21112,Demonstration Synthesis from a Single Scan via Gaussian Splatting for Visuomotor Policy Learning,2026-09-17 00:00:00+00:00,7.6,6.8915,451,202,249,7.5,7.5,8.0,7.5,7.5,6.5,8.0,7.5,7.5,7.5,8.0,6.5,0.8,George Mason University; New York University; U.S. National Science Foundation,False,none
198425,2609.21497,https://arxiv.org/abs/2609.21497,FORTE: Task-Adaptive Force Capability Optimization for Mobile Manipulators,2026-09-18 00:00:00+00:00,7.1,6.1934,809,560,249,7.5,7.0,6.5,7.0,7.5,6.5,7.5,7.0,6.5,7.0,8.0,5.5,0.76,Italian Institute of Technology; Xi'an Jiaotong University,False,none
198510,2609.21690,https://arxiv.org/abs/2609.21690,RAYA: Learning Where and When to Intervene for Robot Recovery,2026-09-18 00:00:00+00:00,7.82,7.5012,275,26,249,8.0,7.5,8.0,8.0,7.5,7.5,8.5,7.5,7.5,8.0,8.5,8.0,0.8033333333333333,Carnegie Mellon University; Dartmouth College; U.S. National Science Foundation,False,none
196377,2609.18204,https://arxiv.org/abs/2609.18204,Beyond Accuracy: How Procedural Traces Shift the Decision Criterion of LLM Overseers,2026-09-16 00:00:00+00:00,7.5,6.7155,518,270,248,7.0,7.5,7.5,8.0,8.0,7.5,7.0,6.5,7.5,8.0,8.0,7.5,0.83,Stevens Institute of Technology; Stony Brook University,False,none
196561,2609.18595,https://arxiv.org/abs/2609.18595,ReDIL-GNN: Resynthesis Domain Incremental Learning for Circuit Graph Neural Networks,2026-09-16 00:00:00+00:00,7.1,6.1952,803,555,248,7.0,7.0,7.5,7.0,7.0,6.5,7.5,7.5,6.0,6.5,7.5,6.0,0.6699999999999999,New York University,False,none
197192,2609.19420,https://arxiv.org/abs/2609.19420,Use and Effects of LLMs in Peer Review: A Randomized Experiment and Survey at ICML 2026,2026-09-16 00:00:00+00:00,7.96,6.3825,210,457,-247,8.0,7.5,8.0,8.5,8.0,8.0,6.5,6.5,7.5,7.0,7.5,7.5,0.73,Carnegie Mellon University; Google (United States); Microsoft; University of Pennsylvania; University of Wisconsin–Madison,False,none
198347,2609.21340,https://arxiv.org/abs/2609.21340,Conformal Privacy Auditing: Calibrated Re-identification Attacks with Statistical Guarantees,2026-09-18 00:00:00+00:00,8.0,6.409,185,432,-247,8.0,8.0,8.0,8.0,8.0,7.5,7.5,7.5,7.0,8.0,8.0,5.0,0.7466666666666667,Monash University; The University of Melbourne,False,none
199455,2609.18462,https://arxiv.org/abs/2609.18462,CSWAM: Better Causal Semantic Representations for Out-of-Distribution Generalization in World Action Models,2026-09-20 00:00:00+00:00,7.56,6.8068,486,239,247,8.0,7.0,8.0,7.5,7.0,7.5,8.0,7.0,7.0,7.5,8.0,7.0,0.7816666666666666,,False,none
200090,2609.23961,https://arxiv.org/abs/2609.23961,Colon3R: Cross-Domain 3D Reconstruction from Monocular Colonoscopic Video,2026-09-21 00:00:00+00:00,7.8,6.1934,316,563,-247,8.0,7.0,8.5,8.0,7.5,6.5,7.5,7.0,6.5,7.0,8.0,5.5,0.7433333333333334,,False,none
200169,2609.24116,https://arxiv.org/abs/2609.24116,Patch-to-Global: Random Patch Diffusion for Globally Consistent Megapixel Artifact Inpainting in Whole Slide Images,2026-09-21 00:00:00+00:00,6.92,6.086,881,634,247,7.0,6.5,7.5,7.0,6.5,6.0,7.5,6.5,7.0,7.5,7.5,5.0,0.735,Ewha Womans University; Korea University; Seoul National University,False,none
200385,2609.20812,https://arxiv.org/abs/2609.20812,Quantifying Overclaiming Propensity in Frontier LLM Agents,2026-09-21 00:00:00+00:00,7.74,7.1225,350,103,247,7.5,7.5,8.0,8.0,8.0,7.5,7.5,7.0,8.0,8.5,8.0,7.5,0.79,,False,none
200651,2609.24770,https://arxiv.org/abs/2609.24770,XSQ-AST: An Explainable Audio Spectrogram Transformer Framework for Localising Synthetic Speech Artifacts,2026-09-21 00:00:00+00:00,6.74,5.9965,935,688,247,6.5,6.5,7.0,7.0,7.0,6.5,6.5,6.5,6.5,7.0,7.5,6.5,0.8116666666666666,University of York,False,none
200273,2409.07107,https://arxiv.org/abs/2409.07107,Highly-Efficient Differentiable Simulation for Robotics,2026-09-21 00:00:00+00:00,8.58,6.732,17,263,-246,9.0,8.5,8.5,8.5,8.0,7.0,8.5,7.5,8.0,7.0,8.5,5.0,0.6933333333333334,Département d'Informatique; École Normale Supérieure - PSL; Institut national de recherche en sciences et technologies du numérique,False,none
138412,2609.04198,https://arxiv.org/abs/2609.04198,"Clean Engineering, Unstable Measurement: A Preregistered Reliability Failure of Black-Box LLM Observers on Shared Endpoints",2026-09-03 00:00:00+00:00,7.86,7.7644,255,10,245,7.5,8.0,8.0,8.0,8.0,8.5,8.0,7.5,8.5,9.0,9.0,8.0,0.7933333333333333,University of Sheffield,True,none
196811,2401.09596,https://arxiv.org/abs/2401.09596,Efficient generative adversarial networks using linear additive-attention Transformers,2026-09-16 00:00:00+00:00,6.44,5.899,978,733,245,6.5,5.5,8.0,6.5,5.5,5.5,7.0,6.0,7.5,7.5,7.0,5.0,0.7166666666666667,,False,none
200124,2609.24040,https://arxiv.org/abs/2609.24040,Graph-to-Grid (G2G): Continuous-Coordinate Feature Painting for Soccer Pass Surfaces,2026-09-21 00:00:00+00:00,6.94,6.0865,876,631,245,6.5,6.5,7.0,7.5,8.0,8.0,7.0,5.5,6.0,7.5,7.5,7.5,0.7783333333333333,Carnegie Mellon University; Sabancı Üniversitesi,False,none
200497,2609.24456,https://arxiv.org/abs/2609.24456,Conduit: An Experience Data Plane for Distributed Reinforcement Learning,2026-09-21 00:00:00+00:00,8.14,6.5798,96,341,-245,8.5,7.5,8.5,8.5,7.5,7.5,8.0,7.5,8.0,8.0,8.0,4.5,0.7,Aalto University; Shenzhen University of Advanced Technology; Zhejiang University,False,none
200542,2609.24547,https://arxiv.org/abs/2609.24547,MIRA: Real-Time Full-Duplex Human-Robot Interaction for Embodied Companions,2026-09-21 00:00:00+00:00,7.46,6.6176,566,321,245,7.5,7.5,7.0,7.5,8.0,6.5,7.5,7.0,7.5,8.0,8.0,6.0,0.82,,False,none
200202,2609.24172,https://arxiv.org/abs/2609.24172,LegendBench: A Diagnostic Benchmark for Legend Understanding with Counterfactual Interventions,2026-09-21 00:00:00+00:00,7.54,6.7408,502,258,244,7.5,7.5,7.0,8.0,8.0,7.0,8.0,7.5,7.0,7.5,8.5,6.0,0.755,The Hong Kong University of Science and Technology (Guangzhou),False,none
196380,2609.18210,https://arxiv.org/abs/2609.18210,Understanding Dynamic Scenes at Gigapixel Scale: Wide-Area Spatio-Temporal Perception from UAVs,2026-09-16 00:00:00+00:00,8.1,6.5567,109,352,-243,8.0,8.0,8.5,8.0,8.0,7.0,8.0,7.5,6.5,8.0,8.0,5.5,0.7633333333333333,Nanjing University,False,none
197286,2609.19611,https://arxiv.org/abs/2609.19611,The Output-Space Hypothesis: Enumerative Equivalence Checking for Tensor Programs,2026-09-17 00:00:00+00:00,8.54,6.7304,21,264,-243,8.5,8.5,9.0,8.5,8.0,8.0,8.0,7.5,7.0,7.0,8.0,6.5,0.7316666666666667,University of Pennsylvania,False,none
198181,2609.17763,https://arxiv.org/abs/2609.17763,Modular Deep Learning Mechanisms for Auditable Next-Day Wildfire Spread Prediction,2026-09-18 00:00:00+00:00,7.7,6.1039,376,618,-242,7.5,7.0,8.0,8.5,8.0,8.0,7.0,6.5,6.0,7.5,7.5,6.5,0.7983333333333333,"Texas A&M University; University of Maryland, Baltimore County",False,none
200023,2609.23841,https://arxiv.org/abs/2609.23841,Structured World-State Reasoning for Agentic Robotic Search,2026-09-20 00:00:00+00:00,7.78,7.2004,324,82,242,8.0,7.5,7.5,8.0,8.0,8.5,8.5,7.0,6.5,8.0,8.5,8.0,0.7533333333333333,Stanford University,False,none
196886,2609.19290,https://arxiv.org/abs/2609.19290,Physics-Informed Hemodynamic Modeling for Data-Free Prediction and Sparse-Data Assimilation,2026-09-16 00:00:00+00:00,7.54,6.7662,493,252,241,8.0,7.0,7.5,8.0,7.0,6.5,8.0,7.0,7.0,8.0,8.0,6.5,0.775,,False,none
200335,2603.05487,https://arxiv.org/abs/2603.05487,Observing and Controlling Features in Vision-Language-Action Models,2026-09-21 00:00:00+00:00,8.32,6.6794,47,288,-241,8.5,8.0,8.5,8.5,8.0,8.0,7.5,7.0,7.0,7.5,8.0,7.0,0.7933333333333333,NVIDIA; Stanford University,False,none
198041,2410.20075,https://arxiv.org/abs/2410.20075,Almost Sure Convergence of Networked Policy Gradient over Time-Varying Networks in Markov Potential Games,2026-09-18 00:00:00+00:00,7.38,5.549,627,867,-240,8.0,7.0,6.5,7.5,8.0,7.0,7.5,6.5,5.0,4.0,7.5,6.5,0.6766666666666666,Texas A&M University; University of South Florida,False,none
199549,2609.22878,https://arxiv.org/abs/2609.22878,ISA-Bench: A Benchmark for Computational Reasoning Across Instruction Set Architectures,2026-09-19 00:00:00+00:00,7.34,5.406,660,900,-240,7.0,7.0,7.0,8.0,8.5,7.0,7.5,7.0,4.0,5.5,7.5,5.0,0.6966666666666667,Indian Institute of Technology Hyderabad; Microsoft,False,none
200194,2609.24155,https://arxiv.org/abs/2609.24155,Object-Centric Conditioning for Visuomotor Flow Matching,2026-09-21 00:00:00+00:00,7.16,6.2113,787,548,239,7.0,6.5,8.0,7.5,7.0,7.5,7.0,6.5,7.0,7.0,7.5,6.5,0.8033333333333333,Chinese Academy of Sciences; Institute of Automation; Macau University of Science and Technology; University of Chinese Academy of Sciences,False,none
200528,2609.24516,https://arxiv.org/abs/2609.24516,LLJ Cards: Best practices for the Use of LLMs as Judges,2026-09-21 00:00:00+00:00,7.22,4.745,747,986,-239,6.5,6.5,8.0,8.0,8.0,3.5,5.0,6.0,7.5,7.5,8.0,1.0,0.7116666666666667,Concordia University; McGill University; Mila - Quebec Artificial Intelligence Institute,False,none
197815,2609.20756,https://arxiv.org/abs/2609.20756,OPTED: On-Policy Fine-Tuning for End-to-End Driving using a Render-Free Teacher,2026-09-17 00:00:00+00:00,7.82,6.2832,271,509,-238,8.0,7.5,8.0,8.0,7.5,7.5,7.5,7.0,6.0,7.5,8.0,6.0,0.7616666666666667,ETH Zurich; NVIDIA,False,none
198208,2609.19759,https://arxiv.org/abs/2609.19759,Rethinking Multi-Agent Collaboration: When More Is Less,2026-09-18 00:00:00+00:00,6.94,6.086,870,632,238,7.0,6.5,7.0,7.0,7.5,5.5,7.0,6.5,7.0,8.0,8.0,5.0,0.8066666666666666,Nanjing University; Shanghai Jiao Tong University,False,none
198556,2609.21775,https://arxiv.org/abs/2609.21775,Notrix: Understanding Machine Learning Solutions Across Computational Notebooks at Scale,2026-09-18 00:00:00+00:00,7.48,6.643,542,304,238,7.0,7.0,8.0,8.0,8.0,8.0,7.5,7.0,7.5,7.0,7.5,7.0,0.7816666666666666,Beijing Normal University; City University of Hong Kong; ETH Zurich,False,none
198421,2609.21492,https://arxiv.org/abs/2609.21492,LogicTrack: Auditing Reasoning Trajectories of Large Language Models with Formal Logic Solvers,2026-09-18 00:00:00+00:00,7.14,6.1952,793,556,237,7.5,7.0,7.0,7.0,7.0,5.5,7.5,7.0,5.5,7.5,8.0,6.0,0.7166666666666667,,False,none
196262,2609.17981,https://arxiv.org/abs/2609.17981,Encoder Awakening via Adapters: Effective Domain-Adaptive Fine-tuning of Speech-LLMs,2026-09-16 00:00:00+00:00,6.9,6.055,882,646,236,7.0,6.0,8.0,7.0,6.5,6.5,7.0,6.0,7.5,7.5,7.5,5.5,0.7733333333333333,"University of California, Los Angeles",False,none
197479,2609.19985,https://arxiv.org/abs/2609.19985,"Past, Future, All at Once: Mitigating Stability-Plasticity Dilemma via Post-hoc JANUS Rectification",2026-09-17 00:00:00+00:00,7.32,5.3785,672,908,-236,7.5,7.5,7.0,7.0,7.5,5.5,7.5,7.0,6.5,6.0,7.5,2.5,0.6683333333333333,Tsinghua University,False,none
199904,2609.23570,https://arxiv.org/abs/2609.23570,VibeMemBench: Evaluating Memory Systems for Coding Agents on Real Repository Coding Tasks,2026-09-20 00:00:00+00:00,8.0,6.4246,191,427,-236,7.5,8.0,8.0,8.5,8.5,8.0,7.5,7.0,5.5,8.0,7.5,7.0,0.7533333333333333,Alibaba Group (China); Chinese Academy of Sciences; Shenzhen Institutes of Advanced Technology; Shenzhen University of Advanced Technology,False,none
196513,2609.18493,https://arxiv.org/abs/2609.18493,Semantic-ITC: A Frame-wise Indoor Mobile Laser Scanning Dataset and Benchmark for Semantic Segmentation,2026-09-16 00:00:00+00:00,7.8,6.2292,299,534,-235,7.5,8.0,8.0,8.0,7.5,7.5,7.5,7.0,6.5,6.5,7.0,6.5,0.7216666666666667,University of Twente,False,none
198529,2609.21726,https://arxiv.org/abs/2609.21726,ZeroTouch: Tactile-Supervised Visual Contact Estimation for Contact-Rich Manipulation,2026-09-18 00:00:00+00:00,7.74,7.0855,347,112,235,8.0,7.5,8.0,7.5,7.5,8.0,8.0,7.0,7.5,8.0,8.0,7.5,0.8083333333333333,Skolkovo Institute of Science and Technology,False,none
198682,2609.22056,https://arxiv.org/abs/2609.22056,Predictable Failure in Multi-Hop Retrieval: Score-Distributional Confidence Scoring and Abstention,2026-09-18 00:00:00+00:00,7.82,7.4185,276,41,235,8.0,7.5,8.0,8.0,7.5,8.0,8.0,7.5,8.0,8.5,8.5,7.5,0.7866666666666666,,False,none
197973,2609.21018,https://arxiv.org/abs/2609.21018,MAGIC: Marginal-Guided Compression with Optimal Transport for Efficient Visual Document Retrieval,2026-09-17 00:00:00+00:00,7.38,6.4944,625,391,234,7.0,7.0,8.5,7.5,7.0,7.0,7.5,7.0,7.5,7.5,7.5,6.0,0.7949999999999999,Hong Kong Polytechnic University; Southern University of Science and Technology,False,none
199014,2609.22452,https://arxiv.org/abs/2609.22452,Vox-Infinity: Benchmarking the Limits of Long-Context Spoken Language Models,2026-09-18 00:00:00+00:00,7.06,6.1424,830,596,234,6.5,7.5,7.0,7.5,7.0,7.5,7.0,7.0,6.5,7.5,7.0,6.0,0.7716666666666666,Zhejiang University,False,none
199291,2512.21066,https://arxiv.org/abs/2512.21066,Agentic Explainable Artificial Intelligence (Agentic XAI) Approach To Explore Better Explanation: A Case Study in Decision Support for Rice Cultivation in Japan,2026-09-19 00:00:00+00:00,6.62,5.9312,956,722,234,6.5,6.5,6.5,6.5,7.5,6.5,6.5,6.5,6.0,7.5,8.0,6.0,0.7766666666666666,,False,none
198527,2609.21722,https://arxiv.org/abs/2609.21722,CIBuzzBench: A Benchmark for Cross-Lingual Understanding of Chinese Internet Buzzwords,2026-09-18 00:00:00+00:00,7.02,6.1248,840,607,233,6.5,7.0,7.5,7.0,7.5,7.5,7.0,7.0,6.5,7.0,7.5,6.0,0.7383333333333333,Beijing University of Posts and Telecommunications; Dalian University of Technology; Meta,False,none
200109,2609.23999,https://arxiv.org/abs/2609.23999,Misaligned Clinical Risk Classification and Cost Asymmetry in Open-Weight Large Language Models,2026-09-21 00:00:00+00:00,7.2,6.2471,761,528,233,7.0,7.0,7.0,7.5,8.0,7.0,7.0,6.5,6.5,7.5,8.0,6.5,0.8033333333333333,Johns Hopkins University; Microsoft,False,none
197795,2609.20709,https://arxiv.org/abs/2609.20709,MoWAM: Explicit Future Motion Prediction for Efficient World Action Models,2026-09-17 00:00:00+00:00,7.88,6.336,247,479,-232,8.0,7.5,8.0,8.0,8.0,7.0,7.5,7.0,7.0,7.0,7.5,6.0,0.7783333333333333,Fudan University; Singapore Management University,False,none
199749,2609.23260,https://arxiv.org/abs/2609.23260,Why Ghost Outputs Teach: A Kernel-Based Understanding of Subliminal Learning,2026-09-20 00:00:00+00:00,7.3,5.2976,696,928,-232,7.5,8.0,6.0,7.0,8.0,7.0,7.5,7.5,3.0,3.5,8.0,6.0,0.645,,False,none
197338,2609.19722,https://arxiv.org/abs/2609.19722,ALIBI: Adversarial Legitimacy Injection in Binary Input against LLM Malware Analyzers,2026-09-17 00:00:00+00:00,8.08,6.5472,129,359,-230,8.0,8.0,8.0,8.5,8.0,7.5,7.5,7.5,6.5,8.0,8.0,6.0,0.71,,False,none
198153,2605.00226,https://arxiv.org/abs/2605.00226,"Why Do LLMs Struggle in Strategic Play? Broken Links Between Observations, Beliefs, and Actions",2026-09-17 00:00:00+00:00,7.68,6.0896,392,622,-230,8.0,8.0,6.5,7.5,8.5,7.0,7.5,7.0,5.5,7.5,8.0,5.5,0.71,,False,none
200058,2609.23907,https://arxiv.org/abs/2609.23907,A discrete generative model of neuronal spiking activity on microelectrode arrays,2026-09-20 00:00:00+00:00,7.54,6.7155,500,272,228,8.0,7.5,7.0,7.5,7.5,7.5,8.0,7.5,6.5,6.0,8.0,7.5,0.7483333333333333,"Rensselaer Polytechnic Institute; University of California, Santa Cruz",False,none
200574,2609.24620,https://arxiv.org/abs/2609.24620,Ascent: An Agentic System over the Model Context Protocol for Real-World Clinical Data Analysis,2026-09-21 00:00:00+00:00,7.6,5.9858,463,691,-228,8.0,6.5,8.0,8.5,7.0,6.5,7.0,6.5,6.5,7.5,7.5,5.5,0.8016666666666666,,False,none
12243,2601.10511,https://arxiv.org/abs/2601.10511,Scalable Algorithms for Approximate DNF Model Counting,2026-09-15 00:00:00+00:00,7.8,6.248,296,523,-227,8.0,7.5,8.0,7.5,8.0,7.5,7.5,6.5,7.5,6.5,7.5,6.0,0.69,"National Security Agency; National Security Authority; University of Maryland, College Park",True,none
