row_no,paper_id,arxiv_id,arxiv_url,title,abstract,published_at,organisations,sample_stratum,h_ai_relevance,h_technical_significance,h_apparent_novelty,h_practical_applicability,h_professional_value,h_learning_value,h_evidence_strength,h_tech_relevance,h_product_relevance,h_final_score,h_domain,h_application_domain,h_newsletter_verdict,h_reject_reason,h_notes
106,196811,2401.09596,https://arxiv.org/abs/2401.09596,Efficient generative adversarial networks using linear additive-attention Transformers,"Although deep generative models such as Diffusion Models (DMs) and Generative Adversarial Networks (GANs) achieve remarkable image generation performance, they often rely on computationally expensive architectures that limit accessibility and increase training and inference costs. We introduce LadaGAN, a hybrid Transformer-convolutional GAN built around Ladaformer, an efficient linear-attention Transformer block. Its linear additive-attention mechanism computes a single attention vector per head, avoiding the quadratic complexity of dot-product attention. By combining Ladaformer with convolutional layers in both the generator and discriminator, LadaGAN reduces computational complexity while improving the training stability of Transformer-based GANs. LadaGAN matches or surpasses the compared convolutional and Transformer GANs on benchmark datasets while being substantially more efficient, and remains competitive with multi-step generative models using orders of magnitude fewer computational resources. While maintaining competitive FID scores, LadaGAN achieves over 600x higher inference throughput than ADM (333 vs. 0.50 images/s on CelebA 64x64) and requires over 100x fewer FLOPs. Unlike one-step Consistency Models, LadaGAN can be trained efficiently on a single GPU.",2026-09-16 00:00:00+00:00,,score_strata,8,7.5,7,7,7,7,7.5,7,4.5,7,generative_models,general_method,maybe,,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Potentially useful but narrower immediate reader action. Claims and comparisons require full-text verification.
107,196997,2510.25595,https://arxiv.org/abs/2510.25595,Communication and Verification in LLM Agents towards Collaboration under Information Asymmetry,"While Large Language Model (LLM) agents are often approached from the angle of action planning/generation to accomplish a goal (e.g., given by language descriptions), their abilities to collaborate with each other to achieve a joint goal are not well explored. To address this limitation, this paper studies LLM agents in task collaboration, particularly under the condition of information asymmetry, where agents have disparities in their knowledge and skills and need to work together to complete a shared task. We extend Einstein Puzzles, a classical symbolic puzzle, to a table-top game. In this game, two LLM agents must reason, communicate, and act to satisfy spatial and relational constraints required to solve the puzzle. We apply a fine-tuning-plus-verifier framework in which LLM agents are equipped with various communication strategies and verification signals from the environment. Empirical results highlight the critical importance of aligned communication, especially when agents possess both information-seeking and -providing capabilities. Interestingly, agents without communication can still achieve high task performance; however, further analysis reveals a lack of true rule understanding and lower trust from human evaluators. Instead, by integrating an environment-based verifier, we enhance agents' ability to comprehend task rules and complete tasks, promoting both safer and more interpretable collaboration in AI systems. https://github.com/Roihn/EinsteinPuzzles",2026-09-17 00:00:00+00:00,Apple; Babeș-Bolyai University; Brook Byers Institute for Sustainable Systems; University of Michigan,score_strata,8,8,7.5,8,8.5,8,7.5,9.5,8.5,8.5,reinforcement_learning,enterprise_workforce,shortlist,,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Directly actionable for engineering/product readers. Claims and comparisons require full-text verification.
108,197019,2601.15417,https://arxiv.org/abs/2601.15417,Ambient Dataloops: Generative Models for Dataset Refinement,"We propose Ambient Dataloops, an iterative framework for refining datasets that makes it easier for diffusion models to learn the underlying data distribution. Modern datasets contain samples of highly varying quality, and training directly on such heterogeneous data often yields suboptimal models. We propose a dataset-model co-evolution process; at each iteration of our method, the dataset becomes progressively higher quality, and the model improves accordingly. To avoid destructive self-consuming loops, at each generation, we treat the synthetically improved samples as noisy, but at a slightly lower noisy level than the previous iteration, and we use Ambient Diffusion techniques for learning under corruption. Empirically, Ambient Dataloops achieve state-of-the-art performance in unconditional and text-conditional image generation and de novo protein design. We further provide a theoretical justification for the proposed framework that captures the benefits of the data looping procedure.",2026-09-16 00:00:00+00:00,Massachusetts Institute of Technology,score_strata,8,7.5,7,6,6.5,7,7,7.5,3.5,6.5,generative_models,general_method,maybe,,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Potentially useful but narrower immediate reader action. Claims and comparisons require full-text verification.
109,197142,2609.18748,https://arxiv.org/abs/2609.18748,"TeleAntiFraud 2.0: A Refreshable, Profile-Grounded, and Audio-Based Benchmark for Telecom Fraud Detection","Telecom fraud scripts evolve rapidly and are often designed to resemble routine service conversations, creating two key requirements for audio-based telecom-fraud evaluation. First, benchmarks must incorporate newly observed scam patterns without overwriting previously established test sets. Second, they must distinguish fraud from lawful, near-domain calls rather than relying on topic-separated negative examples. We present TeleAntiFraud 2.0, constructed with our Mixed-Tree Anti-Fraud Generation Pipeline and evaluated under a monthly frozen evaluation protocol. The pipeline transforms online fraud-case abstracts into profile-grounded scenarios, expands them through mixed-tree generation, realizes fraud and non-fraud dialogue paths under shared contexts, renders validated dialogues as role-matched speech, and freezes the resulting audio, labels, prompts, manifests, and provenance records for each monthly evaluation set. Each frozen set contains 900 Chinese calls, comprising 600 fraud and 300 near-domain non-fraud cases. Controlled text experiments show that three classifiers achieve perfect macro-averaged F1 (Macro-F1) when evaluated against unrelated or ordinary negatives, but drop to 0.65-0.68 with near-domain sibling negatives. Full-set audio and automatic-speech-recognition plus large-language-model (ASR+LLM) evaluations further reveal class-prior shortcuts, prediction collapse, and snapshot sensitivity. Together, these findings establish near-domain construction and collapse-aware reporting as core requirements for evaluating audio-based telecom-fraud models under realistic confusable conditions. The accompanying research artifact includes the construction code, evaluation scripts, manifests, and documentation. Our dataset and code are available at https://anonymous.4open.science/r/TeleAntiFraud-2_0-EEB2/.",2026-09-17 00:00:00+00:00,Meta,score_strata,7,8,7,8.5,8.5,8,8,8,9,8.5,evaluation_benchmarking,cybersecurity,shortlist,,"AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Directly actionable for engineering/product readers. Reported evidence: We present TeleAntiFraud 2.0, constructed with our Mixed-Tree Anti-Fraud Generation Pipeline and evaluated u…"
110,197242,2609.19521,https://arxiv.org/abs/2609.19521,LSTM-UT and Recurrent-Depth Transformers on Cellular Automata,"Recurrent-depth Transformers apply shared computation repeatedly, but differ in how they retain information across steps. We compare a Block Universal Transformer (BUT), which carries only its current hidden state; CoTFormer, which also retains an expanding attention cache; and a new LSTM Universal Transformer (LSTM-UT) with bounded gated memory. On Rule 30 cellular automata, BUT extrapolates to unseen recurrent depths more reliably than CoTFormer, although its accuracy eventually degrades. State and cache interventions show that CoTFormer's failure depends on their interaction: correcting the current state can temporarily restore accuracy, while retained history can undermine that correction. In a delayed-recall task, BUT also outperforms CoTFormer despite lacking direct access to past states; CoTFormer does not reliably select the requested cached representation. LSTM-UT improves both depth extrapolation and delayed recall over these baselines. The results support bounded gated memory as an effective inductive bias for repeated computation and later retrieval in these tasks.",2026-09-17 00:00:00+00:00,,score_strata,7.5,6.5,6.5,3.5,4,6.5,7.5,5,2.5,4.5,theory_foundations,general_method,reject,Primarily theoretical; limited near-term TECH/PRODUCT action.,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Low near-term newsletter actionability for target readers. Claims and comparisons require full-text verification.
111,197254,2609.19539,https://arxiv.org/abs/2609.19539,Compressed Active Subspaces for Scalable Bayesian Inference,"Active subspace methods provide a framework for quantifying predictive uncertainty in high-dimensional models by identifying and performing inference along parameter directions that have the greatest influence on the model output. However, the construction of active subspaces requires storing many full-dimensional model gradients, which becomes prohibitive as model size increases. We address this limitation by proposing Compressed Active Subspaces (CAS), a scalable approach that first maps the model parameters to a compressed space using a structured isometric embedding and then constructs the active subspace within this reduced parameterization. Our approach substantially reduces the memory required for active subspace construction and enables Bayesian inference for large models where standard active subspace methods become impractical. We demonstrate the scalability of CAS on neural networks of increasing size while maintaining predictive performance and robust uncertainty estimates.",2026-09-17 00:00:00+00:00,Argonne National Laboratory; Texas A&M University,score_strata,6.5,7.5,7.5,4,5,7,7,6,3,5.5,theory_foundations,general_method,reject,Primarily theoretical; limited near-term TECH/PRODUCT action.,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Low near-term newsletter actionability for target readers. Claims and comparisons require full-text verification.
112,197268,2609.19577,https://arxiv.org/abs/2609.19577,Tele-Traversability: Rethinking Traversability for Teleoperated Ground Robots in Terrain Navigation,"Teleoperation, a human-in-the-loop control scheme, allows a human operator to remotely command and guide a mobile robot to navigate in off-road environments, yet fluent and user-friendly tele-navigation requires an alignment of traversability evaluation between human and robot. In the teleoperation system, the human operator typically utilizes off-site incomplete and delayed feedback via a human-machine interface to make a judgment of traversability, while the robot makes such an evaluation based on in situ onboard sensory information, which could cause divergent traversability estimation and thus generate mismatched decisions and actions. Existing approaches for traversability modeling, estimation, and prediction are mainly derived from the view of robots, i.e., robot-centric, and are practically suitable for fully autonomous mobile robots, but neglect the influence of human operators. To address this problem, this paper extends the concept of traversability from robot-centric to human-centric by accounting for the operator's cognitive states, such as attention, workload, and risk tolerance or awareness, termed tele-traversability. We first revisit the definitions and roles of traversability in robotics and then extend them to teleoperation settings. Finally, we highlight future trends and open challenges of tele-traversability toward human-centric teleoperation systems.",2026-09-17 00:00:00+00:00,Beijing Institute of Technology; Tsinghua University; University of Auckland,score_strata,5,6.5,6,6.5,6,6.5,6.5,5.5,5,6,robotics_embodied,autonomous_systems,maybe,,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Potentially useful but narrower immediate reader action. Reported support or external transfer needs closer full-text review.
113,197313,2609.19670,https://arxiv.org/abs/2609.19670,CoRe: Coherence and Relational Alignment for Multivariate Time Series Forecasting,"Direct forecasting has become a standard paradigm for multivariate time-series forecasting because it predicts the full future horizon in a single pass. However, its training objective is often still decomposed into pointwise errors such as MSE. Such objectives provide stable supervision, but they do not explicitly preserve the structure of the future trajectory: temporal coherence within each variable and relational consistency across variables can both be weakened. We propose CoRe, a model-agnostic learning objective for direct multivariate forecasting. CoRe replaces pointwise supervision with two output-space constraints: a frequency coherence loss that aligns predicted and target spectra, and a low-rank relational graph loss that matches sampled pairwise differences in a target-derived PCA subspace. The resulting objective introduces no trainable parameters and can be applied to existing forecasting backbones by changing only the loss. Experiments on standard benchmarks show that CoRe improves strong baselines, compares favorably with recent forecasting objectives, and remains effective across different backbones, datasets, and hyperparameter settings overall consistently.",2026-09-17 00:00:00+00:00,Emory University,score_strata,7.5,6.5,6.5,7,7,7,7.5,6.5,5,6.5,theory_foundations,general_method,maybe,,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Potentially useful but narrower immediate reader action. Claims and comparisons require full-text verification.
114,197341,2609.19730,https://arxiv.org/abs/2609.19730,The segmentation ceiling: why explicit left-ventricular masks do not improve learned ejection-fraction regression,"Accurate estimation of left ventricular ejection fraction (EF) from echocardiography is central to cardiovascular care, and deep learning enables automated EF prediction from echocardiographic video. Because EF is clinically derived from left-ventricular (LV) volumes, a widely held intuition is that explicit LV segmentation should improve prediction. We introduce a quantitative criterion, the segmentation ceiling, that makes this testable: from EF as a normalized difference of end-diastolic and end-systolic volumes, we derive in closed form how per-frame segmentation area error propagates into EF error, and thus the accuracy a mask must reach before it can improve on direct regression. Using EchoNet-Dynamic, a UniFormer-S backbone, and the empirically measured within-patient error correlation, the criterion places the break-even near 10% per-frame area error, whereas a representative segmenter operates at roughly 14%, above the ceiling. Consistent with this, four strategies for injecting segmentation or area information (a predicted-mask channel, end-diastolic/end-systolic clip sampling, and per-bin and amplitude area-consistency objectives) fail to beat a raw-video baseline; ground-truth masks help only through label leakage. Input representation thus not being the limit, we identify generalization as the practical lever: weight averaging with strong augmentation attains a test R^2 of 0.806 (MAE 4.08) under a matched dense-clip protocol, comparable to an R(2+1)D baseline (0.811) while tightening the validation-to-test gap. Finally, a heteroscedastic beta-NLL formulation yields informative, well-calibrated per-prediction uncertainty, larger for clinically harder low-EF cases, where Monte-Carlo dropout does not. The segmentation ceiling gives a concrete design criterion for when mask-guided EF estimation is worthwhile, plus a simple, uncertainty-aware recipe for EF regression.",2026-09-17 00:00:00+00:00,"University of Nevada, Reno",score_strata,7,8,7.5,8,8.5,8,8.5,7.5,8.5,8,computer_vision,healthcare_life_sciences,shortlist,,"AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Directly actionable for engineering/product readers. Reported evidence: Using EchoNet-Dynamic, a UniFormer-S backbone, and the empirically measured within-patient error correlation…"
115,197347,2609.19745,https://arxiv.org/abs/2609.19745,Region-Level Policy Optimization for Fine-grained MLLM Perception,"Fine-grained visual perception in MLLMs is commonly improved by raising the resolution, but the added visual tokens inflate vision-encoding and language-model prefilling costs. We show that the two operations underlying fine-grained perception, localizing the region of interest (RoI) and recognizing its content, have different resolution requirements. In a controlled diagnostic, localization tolerates roughly 3 to 4 times stronger token compression than recognition, which motivates localizing from a coarse view and concentrating resolution on the selected evidence. Decoding coordinates with the MLLM can be trained end-to-end from answers, but costs a full model pass per query and depends on grounding ability. A lightweight proposal network distilled from the model's attention is fast, but inherits the noise of its attention targets. The RoI from the proposal network reaches the answer through a discrete region choice, so its faithfulness to the answer cannot supervise the network. We therefore optimize the proposal network with region-level reinforcement learning, which we call Vision-RL2. It treats coherent regions as actions, and a frozen MLLM reader scores each one by how its removal changes the answer likelihood. Complementary subtractive and additive objectives suppress distracting proposals and recover missing evidence, updating only the predictor without region annotations, response sampling, or reasoning trajectories. The refined proposal further enables a sparse encoding that magnifies evidence and excludes background tokens. Across six fine-grained benchmarks and four MLLM backbones, Vision-RL2 improves accuracy over the base model at every token budget and surpasses its largest-budget accuracy with about 4 times fewer visual tokens. Code is available at https://github.com/YuHengsss/VisionRL2 .",2026-09-17 00:00:00+00:00,City University of Hong Kong; The University of Sydney,score_strata,9,8,7,7.5,8,7.5,8.5,8,6,7.5,multimodal_learning,general_method,maybe,,"AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Potentially useful but narrower immediate reader action. Reported evidence: In a controlled diagnostic, localization tolerates roughly 3 to 4 times stronger token compression than reco…"
116,197416,2609.19876,https://arxiv.org/abs/2609.19876,SlugTrails: An Egocentric Benchmark for Floor Plan Localization in Large Buildings,"Floor-plan-based indoor visual localization enables infrastructure-free positioning, but most methods are developed and evaluated in small residential environments unlike the large public buildings of real deployment. We introduce SlugTrails, a floor plan localization benchmark for large indoor spaces under realistic egocentric sensing: $30$ Hz Aria glasses recordings across three campus buildings and six floors ($22089$ m$^2$ of floor plan outline), CAD-derived floor plans with semantic classes and circulation space masks, and trajectories aligned into the floor plan frame using laser-surveyed anchors. One protocol covers three practical ways of gathering geometry under a limited field of view -- a single walking frame, a stationary multi-view sweep, and a walking stream with odometry -- so methods designed for different regimes are compared on the same buildings and ground truth. Evaluating five representative geometric and learned systems under their native sensing configurations, we find that stock checkpoints (official released weights) are near zero on SlugTrails (at most $0.004$ R@1m30$^{\circ}$ on walking single frames), while fine-tuning on SlugTrails improves every trainable family on all three tasks (e.g., F$^3$Loc $0.0 \rightarrow 0.141$ single-frame and $0.03 \rightarrow 0.66$ sequential), with gains compounding as observations accumulate. The same fine-tuned weights also improve cross-dataset generalization on LaMAR with no LaMAR training (sequential R@1m $0.048 \rightarrow 0.143$ for F$^3$Loc and $0.063 \rightarrow 0.127$ for UnLoc), whereas train-from-scratch on SlugTrails alone stays far below fine-tuning from stock weights -- evidence that floor plan localization is currently limited by indoor data rather than by architecture. We release the dataset, protocols, and tools at https://github.com/Head-inthe-Cloud/SlugTrails.",2026-09-17 00:00:00+00:00,"University of California, Santa Cruz",score_strata,8,7,7,6,6.5,7,8,5.5,4.5,6,computer_vision,autonomous_systems,maybe,,"AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Potentially useful but narrower immediate reader action. Reported evidence: We introduce SlugTrails, a floor plan localization benchmark for large indoor spaces under realistic egocent…"
117,197425,2609.19887,https://arxiv.org/abs/2609.19887,Generalization through Lexical Abstraction in Transformer Models: The Case of Functional Words,"Pronouns, adverbs and other functional words (such as they, her, somewhere, there) are often used in language to replace concrete nouns or phrases, when their properties - such as gender, grammatical number - provide sufficient information for the given context. Do pretrained transformer models encode such functional words in a manner that allows them to be used like humans do? Can language models recognize the syntactic and semantic parallelism of sentences such as ""The researchers wrote the paper"" and ""They wrote it"", which relies on such lexical abstraction? We map these linguistic questions into the embedding space of a pretrained transformer model, and compare representations of nouns, with the representations of the pronouns and adverbs that can replace these nouns, in isolation and in parallel lexicalized and functional sentences. We then probe for shared syntactic and semantic structure in the embeddings of parallel lexicalized and functional sentences. We find that functional words are located centrally compared to nouns, but are also distinct, which is congruent with their behaviour as place-holders in a wide variety of contexts. The analysis of the embeddings of parallel (lexicalized and functional) sentences show them inhabiting different subspaces of the embedding space. Experiments that distil the structural information of the sentence show that training on either type of data does not reveal the shared structure - because of the over-consistency of the vocabulary (in case of the functional data), and the too much variety (in case of the lexicalized versions). However, training with a mix of functional and lexicalized sentences, the shared structure emerges.",2026-09-17 00:00:00+00:00,Idiap Research Institute; University of Geneva,score_strata,7.5,6.5,6,3,4,6.5,7,4.5,2.5,4.5,theory_foundations,scientific_research,reject,Primarily theoretical; limited near-term TECH/PRODUCT action.,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Low near-term newsletter actionability for target readers. Claims and comparisons require full-text verification.
118,197432,2609.19902,https://arxiv.org/abs/2609.19902,Self-Replicating Neural Cellular Automata: Quantifying Emergent Phenotypic and Genotypic Diversity in an OpenEnded Substrate,"We study an in-silico substrate in which every pixel of a two-channel cellular-automata grid carries a tiny neural network (an agent) that senses its Moore neighborhood. A cell persists only by self-replication: a living neighbor is cloned and its weights are mutated by a uniform perturbation, so that phenotype (cell state) is driven entirely by genotype (network weights). From a handful of seeded founders the system grows into a spatially organized ecosystem of coexisting, competing and dominating species. Our main contribution is a battery of coarse-grained diversity metrics that make such growth measurable at two scales: four phenotypic tools based on cellular-type frequency, entropy and cell variance, and two genotypic tools that colour each agent by a hash of its full weight vector versus a sparse random-weight probe. Across a five-fold sweep of 1680 small runs and 24 long (1000-generation, 200 x 200) runs, the substrate is persistent and self-maintaining in 20 of the 24 long configurations and exposes a clear phenotype-genotype diversity trade-off: raising phenotypic diversity collapses genotypic diversity and vice versa. Full-genome hash colouring further reveals lineage structure that a random-weight probe systematically misses. Code, data and animations are released as supplementary material.",2026-09-17 00:00:00+00:00,,score_strata,5.5,6.5,7.5,3,3.5,6,6.5,4,2.5,4,generative_models,scientific_research,reject,Specialized setting; limited transfer to general TECH/PRODUCT readers.,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Low near-term newsletter actionability for target readers. Reported support or external transfer needs closer full-text review.
119,197467,2609.19964,https://arxiv.org/abs/2609.19964,Enhanced Knowledge Distillation for Detection Transformer via Teacher Prediction Refinement,"Detection Transformers (DETRs) achieve strong performance in object detection but remain challenging to deploy on edge devices due to their high computational cost. Existing DETR distillation methods mainly focus on aligning distillation points, while largely overlooking the quality of the teacher's supervision itself. We observe that due to stage-wise non-monotonic prediction behavior in DETRs, well-localized or correctly classified predictions from earlier stages may degrade in later ones, and some negative predictions become increasingly overconfident. As a result, relying solely on the current stage's predictions yields inaccurate and inconsistent supervision. To address this issue, we propose Teacher Prediction Refinement Distillation (TPRD), a plug-and-play module that refines teacher predictions before distillation by exploiting stage-wise prediction information. TPRD improves supervision quality through Positive Prediction Correction (PPC), which corrects degraded positive predictions by restoring more accurate ones from earlier stages, ensuring reliable localization and classification signals, and Negative Prediction Suppression (NPS) suppresses the influence of overconfident negatives, preventing them from providing misleading supervision to the student. To preserve informative dark knowledge, we further introduce Maximum Dark Knowledge Preservation (MDKP), which selectively refines target-class logits while retaining non-target relations. Extensive experiments on MS COCO and PASCAL VOC demonstrate the effectiveness and robustness of the proposed method. Our code is available at https://github.com/xingyitong1/TPRD.",2026-09-17 00:00:00+00:00,Shanghai Jiao Tong University,score_strata,8,6.5,6,6.5,6.5,6.5,7,6,4,6,model_compression,general_method,maybe,,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Potentially useful but narrower immediate reader action. Claims and comparisons require full-text verification.
120,197489,2609.20004,https://arxiv.org/abs/2609.20004,EPIG-Tree: Compute-Optimal Branching for Gradient-Efficient Reinforcement Learning,"Reward-based reinforcement learning for language models, exemplified by Group Relative Policy Optimization (GRPO), collapses an entire stochastic trajectory into a single scalar reward. This is clean and scalable, but it explores and allocates reward inefficiently: a trajectory may contain many causal decisions, recovery attempts, and environment-randomness events, yet every token or action inherits one trajectory-level advantage. We study tree-based rollout construction as a compute-allocation problem for policy-gradient estimation. Our central claim is that branches should be placed not where the policy is merely uncertain, but where an additional branch most reduces uncertainty about the policy gradient per unit of compute. From a law-of-total-variance decomposition of the local policy-gradient random variable, we derive two allocation laws: new branches reduce decision uncertainty, while repeated suffix rollouts reduce continuation uncertainty. The resulting EPIG-Tree score allocates branches using the already computed rollouts. It estimates occupancy- and score-weighted value uncertainty, along with a suffix law $n_e \propto w_e \|\nabla_Î¸\log Ï(a_e|h_e)\| Ï_e / \sqrt{c_e}$. Empirically, EPIG reduces gradient MSE in cloned-state control, winning in all nine dense continuous-control environments of a 13-environment sweep and recovering the reference gradient direction near-perfectly, and it improves frozen-LLM gradient calibration relative to entropy branching. In online single-turn math, tree-local credit beats flat GRPO, while branch placement is secondary to token-level credit assignment. In online multi-turn Wordle, EPIG attains the highest final win rate (0.850), overtaking flat GRPO, which saturates early at 0.790, and entropy branching as training proceeds, confirming that the gradient-estimation advantage transfers to a stateful, large-action setting.",2026-09-17 00:00:00+00:00,,score_strata,8.5,8.5,8,8,8.5,8.5,8,9,6,8.5,reinforcement_learning,general_method,shortlist,,"AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Directly actionable for engineering/product readers. Reported evidence: Empirically, EPIG reduces gradient MSE in cloned-state control, winning in all nine dense continuous-control…"
121,197512,2609.20059,https://arxiv.org/abs/2609.20059,AI Should Facilitate Democratic Deliberation at Scale,"AI systems can strengthen democracy by supporting deliberation at scale by addressing cognitive, social, platform-design, and market-driven frictions, while preserving human agency. Unlike proposals such as liquid democracy that restructure representation through vote delegation, in this position paper, we argue that AI-assisted deliberation offers a more promising path by lowering barriers to meaningful engagement without substituting machine judgment for human choice. Drawing on evidence from online deliberation platforms and experimental research, we identify four guiding principles: preserving agency and autonomy, encouraging mutual respect, promoting equality and inclusiveness, and augmenting rather than substituting active citizenship. We also address critical challenges, including alignment, sycophancy, training bias, and over-reliance on AI systems. We call on the machine learning community to develop deliberation-focused AI systems evaluated not on engagement metrics but on their capacity to facilitate informed, representative, and friction-robust discourse.",2026-09-17 00:00:00+00:00,MIT Media Lab; Stanford University,score_strata,7,6.5,6,7,7.5,8,4.5,5.5,8,6.5,evaluation_benchmarking,general_method,maybe,,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Potentially useful but narrower immediate reader action. Reported support or external transfer needs closer full-text review.
122,197517,2609.20067,https://arxiv.org/abs/2609.20067,FCA-Guided Counterfactual Explanations for Multi-Modal Breast Cancer Diagnosis: A Framework Achieving Perfect Validity with Emergent Sparsity,"Deep learning models for multi-modal breast cancer diagnosis achieve high predictive accuracy but remain clinically unacceptable without actionable, counterfactual explanations. Attribution-based methods (LIME, SHAP) are categorically inapplicable to this purpose, as they generate no alternative instances and thus cannot be evaluated on counterfactual quality metrics. This investigation provides empirical evidence that FCA-Guided Counterfactual (FCA-CF) framework that uses a Formal Concept Analysis (FCA) concept lattice as a hard structural constraint on counterfactual search, operating over a multi-modal TCGA-BRCA dataset. We benchmark against four genuine counterfactual methods: Wachter-style CF, DiCE, FACE, and NICE, evaluated on 60 benign-predicted TCGA-BRCA instances. The FCA-CF framework achieves Validity = 1.0000 (100% of counterfactuals successfully flip the prediction), Sparsity = 2.37 features changed (best among all valid methods), and Proximity = 0.900 (normalised L2-based, matching NICE as joint best). The classifier achieves Accuracy = 0.980, F1 = 0.976, ROC-AUC = 0.9947. Ablation analysis confirms that the FCA lattice constraint is the primary sparsity driver (removing it increases sparsity by +40%, p < 0.001, Cohen's d = 0.78), while Phase C greedy refinement accounts for the largest individual contribution (+113% sparsity increase when disabled, p < 0.001, d = 5.01). FCA-guided counterfactual generation achieves a clinically important Pareto-dominant outcome; it is simultaneously the sparsest and among the most proximate of all valid methods, with perfect validity. The emergent sparsity property arising from lattice topology rather than numerical penalty terms constitutes a structurally novel contribution to the counterfactual explanation literature.",2026-09-17 00:00:00+00:00,,score_strata,7.5,7.5,7.5,7,7.5,7.5,7,6.5,8,7,interpretability,healthcare_life_sciences,maybe,,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Potentially useful but narrower immediate reader action. Claims and comparisons require full-text verification.
123,197541,2609.20110,https://arxiv.org/abs/2609.20110,"Perception, Layout, and Validation: Calibrated Confidence for Reliable Straight-Through Processing of Financial Documents","Straight-through processing (STP) on extracted key-value fields from financial documents without human review requires a calibrated probability together with a bounded guarantee on the residual error of the auto-approved tier. The emergence of modern Vision Language Models (VLMs) provides an out-of-the-box capability for extracting the key-values, but their verbalized confidence signals are unreliable and weakly track field correctness. This paper introduces a decomposed confidence layer along three interpretable channels, including perception, layout, and validation. Together with a final conformal risk control, the score can be used for reliable STP of financial documents. The method is validated on three public datasets covering real invoices, synthetic invoices, and ad-buy forms, using two different VLM families (Qwen3.6-27B and Gemini-3.1-Flash-Lite). Our decomposed score consistently improves the separation of correct from incorrect extractions, substantially raising the AUROC from 0.54-0.74 for VLM verbalized signals to 0.90-0.99 with contributions from all three designed channels. Crucially for industrial deployment, this enables usable STP. The native VLM confidence signals could clear only 0.1%-7.0% of fields under risk control at a target error of <10%. In contrast, the proposed method auto-approves 49-72% of fields while holding the empirical error of the accepted tier at or below the target.",2026-09-17 00:00:00+00:00,,score_strata,8,8.5,8,9.5,9.5,8.5,8.5,9,10,9.5,evaluation_benchmarking,financial_services,winner_material,,"AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Directly actionable for engineering/product readers. Reported evidence: The method is validated on three public datasets covering real invoices, synthetic invoices, and ad-buy form…"
124,197545,2609.20124,https://arxiv.org/abs/2609.20124,Multi-Dimensional Prosody Judgment For Live Streaming Speech Synthesis,"Evaluating live streaming speech synthesis (TTS) requires assessing fine-grained, highly expressive prosody such as emotion, intonation, and energy which traditional MOS predictors fail to capture. While proprietary Large Language Models (LLMs) like Gemini can evaluate these aspects, they are too costly for massive inference and reinforcement learning feedback. To address this, we first introduce Live-ProsodyJudge (LPJ), a cost-effective pairwise evaluator distilled from Gemini into Qwen3-Omni. However, we identify a critical flaw in standard multi-dimensional evaluation: verdict coupling. The judge tends to lazily align all individual dimension scores with its overall preference, collapsing a rich multi-dimensional rubric into a single preference bit. To resolve this, we further propose Decoupled-Live-ProsodyJudge (D-LPJ). D-LPJ eliminates the overall verdict target to prevent blind following, masks uncertain pair-dimensions during Supervised Fine-Tuning(SFT), and introduces a novel span-local GRPO strategy that applies normalized advantages strictly to their corresponding rationale spans. Evaluated on highly curated human-annotated test sets, 10 sample balanced-order LPJ achieves higher point accuracy than a single Gemini call, while D-LPJ successfully produces independent,decoupled dimension judgments. Furthermore, in a Best-of-8 TTS candidate selection tournament, the LPJ-selected utterance falls within the human top-3 in 85.29% of high-confidence cases, demonstrating its efficacy for fine-grained TTS preference optimization.",2026-09-17 00:00:00+00:00,Chinese University of Hong Kong,score_strata,8,7.5,7,7.5,7,7.5,8,7,7,7.5,speech_audio,general_method,maybe,,"AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Potentially useful but narrower immediate reader action. Reported evidence: Evaluated on highly curated human-annotated test sets, 10 sample balanced-order LPJ achieves higher point ac…"
